#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-27T05:34:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ56f756f90325 
#INFO -out.max=1000 
#INFO queryParameters=30 
#-oc.form=dec
#-out.max=1000
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f756f90325&-out.max=1000&-out.form=ascii table&-order=I&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/559/A43/table6&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=Jmag&-out=Hmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-order=I
#-order=I
#-out.src=J/A+A/559/A43/table6
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=W1mag
#-out=W2mag
#-out=Src
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#---Details of Columns:
#    Seq           (I8)    Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92) [ucd=meta.id]
#    RAJ2000 (deg) (F11.7) PPMXL Right Ascension (J2000.0, epoch 2000.0) [ucd=pos.eq.ra;meta.main]
#    DEJ2000 (deg) (F11.7) PPMXL Declination (J2000.0, epoch 2000.0) [ucd=pos.eq.dec;meta.main]
#    pmRA (mas/yr) (F6.2)  PPMXL Proper Motion in RA*cos(DEdeg) [ucd=pos.pm;pos.eq.ra]
#    pmDE (mas/yr) (F7.2)  PPMXL Proper Motion in Dec [ucd=pos.pm;pos.eq.dec]
#    plx (mas)     (F5.2)  Secular parallax [ucd=pos.parallax]
#    rc (pc)       (F5.2)  [0/30] Distance from the cluster centre [ucd=phys.size.radius]
#    RV (km/s)     (F5.2)  [16/46] Predicted radial velocity [ucd=phys.veloc;pos.heliocentric]
#    Vpar (km/s)   (F5.2)  [5/43] Tangential velocity in direction of the convergent point [ucd=phys.veloc.transverse]
#    Vperp (km/s)  (F5.2)  [-5/4] Tangential velocity in direction perpendicular to the convergent point [ucd=phys.veloc.transverse]
#    M (Msun)      (F5.2)  [0.09/2.6] Mass of the star [ucd=phys.mass]
#    Jmag (mag)    (F6.3)  2MASS J band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.J]
#    Hmag (mag)    (F6.3)  2MASS H band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.H]
#    Kmag (mag)    (F6.3)  2MASS Ks band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.K]
#    W1mag (mag)   (F6.3)  ? WISE W1-band magnitude (3.3um) [ucd=phot.mag;em.IR.3-4um]
#    W2mag (mag)   (F6.3)  ? WISE W2-band magnitude (4.6um) [ucd=phot.mag;em.IR.4-8um]
#    Src           (A1)    [0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92) [ucd=meta.ref;pos.frame]
#-------- ----------- ----------- ------ ------- ----- ----- ----- ----- ----- ----- ------ ------ ------ ------ ------ -
#                                 p                                V     Vp                                             S
#         RA          DE          mRA (m pmDE (  plx   rc    RV (  par ( erp ( M (   Jmag   Hmag   Kmag   W1mag  W2mag  r
#Seq      J2000 (deg) J2000 (deg) as/yr) mas/yr) (mas) (pc)  km/s) km/s) km/s) Msun) (mag)  (mag)  (mag)  (mag)  (mag)  c
#-------- ----------- ----------- ------ ------- ----- ----- ----- ----- ----- ----- ------ ------ ------ ------ ------ -
#    Seq RAJ2000    DEJ2000     pmRA      pmDE plx    rc    RV   Vpar  Vperp Mass  Jmag    Hmag   Kmag  W1mag   W2mag  src
     301 066.2510203 +16.9848911  94.60  -25.54 19.02  6.28 38.26 24.42 -0.13  0.82  8.486  7.980  7.830  7.800  7.880 0
     302 066.3064419 +17.2681839 108.76  -34.58 22.12  1.36 38.25 24.43 -1.01  0.64  9.149  8.481  8.268  8.109  7.977 0
     303 066.3106806 +18.9735714  97.03  -29.58 19.42  5.53 38.05 24.75  0.37  0.61  9.594  8.958  8.706  8.569  8.546 0
     304 066.3128728 +08.0488364 142.53    0.32 28.67 12.97 38.79 23.57  0.28  0.58  8.908  8.316  8.061  7.897  7.804 0
     305 066.3188881 +16.3023522 110.80  -28.41 22.35  1.72 38.36 24.26 -0.24  0.20 11.867 11.296 10.982 10.812 10.637 0
     306 066.3205375 +08.0677481 141.40    2.52 28.44 12.74 38.80 23.56  0.66  0.32 10.422  9.836  9.572  9.384  9.223 0
     307 066.3257575 +23.0608036 106.52  -45.46 21.37  5.21 37.41 25.70  0.20  0.46 10.264  9.617  9.401  9.266  9.173 0
     308 066.3334958 +23.1086431  93.90  -38.86 18.74  8.98 37.41 25.70  0.51  0.60  9.731  9.106  8.859  8.768  8.774 0
     309 066.3423544 +22.2938717 105.11  -45.07 21.27  4.64 37.55 25.49 -0.30  2.34  4.093  4.064  4.077  3.804  3.242 0
     310 066.3542300 +22.1999964 111.95  -47.73 22.66  4.89 37.58 25.46 -0.30  1.84  5.086  4.921  4.607  4.637  4.235 0
     311 066.3542756 +17.9153425 110.88  -29.96 22.20  1.71 38.20 24.52  0.50  0.70  8.730  8.160  7.977  7.876  7.969 0
     312 066.3724306 +17.9279050 107.58  -34.54 21.84  1.26 38.20 24.51 -0.64  2.28  4.338  4.381  4.098  4.263  3.666 0
     313 066.4051058 +08.5913672 108.64    6.20 21.87  6.57 38.83 23.51  1.94  0.17 12.324 11.729 11.403 11.187 10.988 0
     314 066.4054861 +15.9410131 104.07  -27.71 21.13  1.30 38.43 24.15 -0.67  1.50  5.524  5.285  5.254  5.234  5.049 0
     315 066.4243097 +19.0132228  86.33  -28.17 17.43 11.24 38.08 24.69 -0.05  0.41 11.010 10.387 10.130  9.975  9.886 0
     316 066.4459186 +17.5446194 102.90  -31.36 20.90  1.74 38.28 24.40 -0.49  0.31 11.189 10.589 10.316 10.094  9.918 0
     317 066.4481611 +18.0172722 111.22  -35.77 22.62  2.40 38.22 24.48 -0.57  1.02  7.314  6.901  6.767  6.753  6.781 0
     318 066.4601833 +15.0025422 106.13  -29.43 21.73  1.50 38.54 23.98 -1.52  0.23 11.629 11.049 10.778 10.598 10.425 0
     319 066.4652367 +13.5026928 114.14  -25.00 23.26  4.19 38.66 23.79 -1.19  0.30 11.013 10.400 10.111  9.958  9.804 0
     320 066.4655297 +18.8640597 109.25  -35.98 22.13  2.12 38.12 24.64 -0.20  1.21  6.269  5.976  5.893  5.898  5.806 0
     321 066.4889100 +05.1501436  95.85    3.98 19.33 11.25 38.83 23.51 -0.76  1.31  6.415  6.213  6.110  6.127  6.056 0
     322 066.5180117 +17.1207158 112.82  -35.84 23.10  3.08 38.35 24.28 -1.03  0.33 10.887 10.276  9.987  9.811  9.634 0
     323 066.5244197 +15.5243306 110.05  -25.72 22.31  1.83 38.52 24.01 -0.18  1.22  6.456  6.210  6.140  6.131  6.078 0
     324 066.5566550 +46.9959378 143.47 -124.01 26.33 23.46 30.10 33.98  3.35  0.26 11.001 10.409 10.118  9.897  9.706 0
     325 066.5769319 +22.8135800 108.80  -46.81 22.02  4.99 37.55 25.49  0.08  2.28  3.859  3.793  3.761               0
     326 066.5770733 +21.4704292 102.29  -38.42 20.59  4.55 37.78 25.15  0.45  1.28  6.342  6.150  6.073  5.973  6.025 0
     327 066.5864206 +15.6182681 114.32  -32.19 23.44  3.79 38.53 23.99 -1.18  2.13  4.167  3.954  4.028  3.723  3.022 0
     328 066.5904431 +18.0002847  99.70  -29.03 20.18  3.42 38.28 24.39  0.15  0.33 11.119 10.557 10.253 10.068  9.908 0
     329 066.6025358 +16.8533219 104.61  -17.76 20.72  1.98 38.41 24.18  2.21  1.13  6.841  6.556  6.436  6.359  6.392 0
     330 066.6671728 +16.7468997 110.82  -27.39 22.43  1.80 38.45 24.12  0.36  1.09  6.893  6.643  6.547  6.543  6.548 0
     331 066.6784286 +12.6865789 123.39  -16.36 25.04  7.08 38.79 23.56  0.30  0.88  7.824  7.209  7.030  6.950  7.016 0
     332 066.6984114 +21.2349211 115.76  -46.39 23.62  5.32 37.86 25.03 -0.20  0.67  8.724  8.076  7.936  7.830  7.905 0
     333 066.7010803 +10.8710733 112.99  -14.78 23.07  5.46 38.89 23.40 -0.88  0.97  7.528  6.968  6.882  6.817  6.884 0
     334 066.7264292 +13.1381742 105.72  -17.35 21.54  2.91 38.78 23.58 -0.12  0.76  8.432  7.917  7.795  7.676  7.766 0
     335 066.7631325 +24.1043850 104.81  -48.89 21.30  6.05 37.38 25.74  0.15  0.26 11.489 10.882 10.574 10.426 10.270 0
     336 066.7770139 +16.4298869 104.00  -26.00 21.18  0.96 38.53 24.00  0.11  0.15 12.498 11.851 11.710 11.090 10.909 0
     337 066.8193308 +17.2418514 108.96  -35.03 22.49  1.92 38.46 24.11 -0.94  0.53  9.714  9.067  8.826  8.698  8.665 0
     338 066.8503933 +14.1186558 107.52  -18.36 21.90  2.19 38.76 23.61  0.41  0.26 11.401 10.782 10.529 10.367 10.214 0
     339 066.8555922 +14.2606728 103.78  -21.93 21.28  2.11 38.75 23.63 -0.42  0.79  8.374  7.822  7.713  7.659  7.710 0
     340 066.8995408 +15.5891900 102.94  -24.47 21.09  1.43 38.66 23.79 -0.13  1.25  6.375  6.174  6.141  6.085  6.102 0
     341 066.9020431 +19.4459069  81.80  -26.80 16.65 13.94 38.21 24.50  0.36  0.41 11.045 10.453 10.186  9.991  9.846 0
     342 066.9197744 +16.2487114  89.01  -17.45 17.98  9.28 38.60 23.88  1.26  0.33 11.398 10.730 10.484 10.244 10.157 0
     343 066.9238319 +46.9276297 112.19 -136.80 24.72 23.32 30.23 33.86 -2.24  0.81  7.892  7.434  7.331  7.261  7.333 0
     344 066.9419786 +11.7364225 110.39  -11.09 22.56  4.42 38.95 23.31  0.45  1.21  6.424  6.222  6.158  6.127  6.119 0
     345 066.9459844 +14.4177483 102.21  -19.95 20.93  2.38 38.78 23.59  0.07  0.90  7.894  7.456  7.348  7.316  7.356 0
     346 066.9865219 +19.0607947  84.37  -29.67 17.40 11.34 38.29 24.37 -0.38  0.74  9.045  8.480  8.354  8.261  8.332 0
     347 066.9956817 +18.5002467 102.82  -32.90 21.11  1.80 38.37 24.24 -0.04  0.84  8.152  7.655  7.533  7.465  7.491 0
     348 066.9967253 +18.7590817  89.05  -30.25 18.35  8.37 38.34 24.30 -0.31  0.54 10.053  9.467  9.219  9.054  8.911 0
     349 067.0032631 +21.6199044  97.93  -41.72 20.22  5.15 37.92 24.95 -0.38  1.77  5.163  5.103  5.055  5.096  4.729 0
     350 067.0155369 +24.4021364 106.89  -34.99 20.56  6.77 37.42 25.69  3.55  0.18 12.249 11.678 11.359 11.149 10.910 0
     351 067.0184836 +13.8679414 106.72  -17.78 21.85  2.36 38.85 23.47  0.37  0.97  7.506  7.142  7.003  6.920  6.954 0
     352 067.0452875 +16.4709317 114.25  -28.05 23.40  3.59 38.63 23.84  0.32  0.72  8.560  7.994  7.758  7.702  7.770 0
     353 067.0934372 +13.8227297  97.31  -23.15 20.22  3.94 38.88 23.42 -1.24  0.25 11.670 11.050 10.789 10.588 10.421 0
     354 067.0975108 +14.7409764 109.50  -20.49 22.43  2.35 38.81 23.54  0.51  1.62  5.209  5.114  5.027  5.034  4.714 0
     355 067.1199081 +17.6959419 100.70  -39.48 21.28  1.05 38.52 24.01 -2.06  0.79  8.592  7.956  7.711  7.628  7.545 0
     356 067.1437333 +15.9621806 104.96  -15.14 21.12  1.18 38.72 23.69  2.33  2.50  2.142  1.754  1.644  2.206  1.997 0
     357 067.1541619 +19.1804294 106.34  -37.67 22.01  2.17 38.34 24.29 -0.30  2.60  1.748  1.314  1.422  0.879  1.880 0
     358 067.1550564 +19.7406806  98.34  -41.83 20.71  3.16 38.26 24.41 -1.46  1.03  7.292  6.996  6.908  6.847  6.900 0
     359 067.1655861 +15.8708819 108.41  -26.74 22.37  1.77 38.73 23.66 -0.07  2.60  2.994  2.997  2.880  2.975  2.114 0
     360 067.2012378 +17.2854631 106.51  -30.62 22.00  0.99 38.60 23.88 -0.04  1.15  6.696  6.462  6.404  6.354  6.397 0
     361 067.2090178 +13.0476028 105.58  -15.00 21.74  2.97 38.98 23.25  0.42  1.98  4.793  4.656  4.534  4.576  4.037 0
     362 067.2117356 +16.2890064 100.35  -24.27 20.65  2.13 38.71 23.70  0.32  0.91  8.114  7.555  7.349  7.265  7.302 0
     363 067.2490550 +16.1590950 105.99  -21.13 21.63  0.47 38.74 23.66  1.21  1.44  5.527  5.305  5.220  5.249  4.987 0
     364 067.2506372 +16.3463300 107.81  -26.19 22.20  1.33 38.72 23.69  0.35  0.45 10.266  9.625  9.374  9.240  9.102 0
     365 067.2542214 +18.6737069 101.73  -43.27 21.64  1.60 38.45 24.12 -2.08  0.58  9.571  8.947  8.690  8.590  8.521 0
     366 067.2738003 +09.1824564  75.99   -8.91 15.77 18.50 39.16 22.94 -1.62  0.28 12.004 11.415 11.119 10.898 10.707 0
     367 067.2957947 +26.2467561 100.50  -62.43 21.46  7.73 37.14 26.09 -1.46  0.56  9.680  9.038  8.827  8.691  8.671 0
     368 067.3014631 +15.2738958 100.08  -32.93 21.17  1.48 38.84 23.48 -2.22  0.62  9.308  8.706  8.486  8.352  8.380 0
     369 067.3176333 +12.3603436  98.81  -14.50 20.48  4.39 39.06 23.11 -0.13  0.42 10.537  9.924  9.677  9.530  9.394 0
     370 067.3356400 +17.5449364 105.47  -31.21 21.86  0.91 38.62 23.85 -0.02  1.33  6.027  5.774  5.724  5.707  5.543 0
     371 067.3764614 +17.8631628 106.04  -32.81 22.03  1.33 38.60 23.89 -0.10  1.35  6.045  5.887  5.809  5.789  5.664 0
     372 067.3781861 +26.6715489  80.96  -48.31 17.06 15.25 37.07 26.18 -0.72  1.00  7.844  7.534  7.462  7.376  7.436 0
     373 067.3791144 +16.2447792 101.20  -21.64 20.78  1.85 38.78 23.59  0.97  0.86  8.224  7.689  7.515  7.444  7.517 0
     374 067.3816947 +17.8931850 108.25  -32.11 22.41  1.95 38.59 23.89  0.20  0.94  7.524  7.149  7.055  7.024  7.082 0
     375 067.4009992 +26.5731928  95.64  -64.22 20.82  8.29 37.10 26.14 -2.16  0.26 11.564 10.941 10.648 10.482 10.300 0
     376 067.4058200 +21.6686422 110.95  -48.27 23.19  5.03 38.06 24.73 -0.38  0.42 10.227  9.635  9.413  9.204  9.082 0
     377 067.4124764 +22.8827256  84.36  -34.16 17.21 13.03 37.85 25.05  1.00  0.74  9.096  8.496  8.368  8.263  8.349 0
     378 067.4822492 +16.9140456 111.32  -30.57 23.15  3.15 38.75 23.64  0.08  0.56  9.524  8.901  8.653  8.500  8.464 0
     379 067.4905297 +16.6728389 105.41  -28.88 21.96  0.86 38.78 23.59 -0.06  0.93  7.619  7.211  7.139  7.055  7.117 0
     380 067.5021089 +22.3751250 119.44  -57.71 25.28  7.99 37.97 24.86 -0.90  0.13 12.562 11.992 11.648 11.446 11.229 0
     381 067.5136453 +10.9392653  64.42  -10.68 13.51 28.32 39.21 22.87 -1.48  0.79  9.454  8.861  8.716  8.646  8.737 0
     382 067.5358239 +15.6378386 107.34  -24.56 22.32  1.78 38.90 23.39  0.27  1.72  4.853  5.031  4.690  4.686  4.269 0
     383 067.5709994 +26.3739783  84.50  -57.96 18.61 11.22 37.21 25.99 -2.44  0.26 11.803 11.156 10.913 10.756 10.576 0
     384 067.5748819 +19.8405764  95.01  -28.13 19.38  5.92 38.41 24.19  1.53  1.37  6.105  5.890  5.843  5.803  5.767 0
     385 067.5998328 +17.4997331  85.31  -22.04 17.63 10.42 38.72 23.68  0.86  0.51 10.362  9.795  9.492  9.341  9.190 0
     386 067.6401358 +16.1940122 104.55  -25.90 21.81  0.75 38.88 23.41  0.25  2.08  4.773  4.677  4.364  4.436  3.916 0
     387 067.6411350 +14.7480994  96.47  -24.02 20.31  3.35 39.02 23.19 -0.74  0.42 10.563  9.954  9.712  9.538  9.394 0
     388 067.6453239 +15.7339814  97.38  -22.18 20.29  3.11 38.93 23.34  0.39  1.08  7.336  6.902  6.817  6.735  6.806 0
     389 067.6556786 +13.7244042 107.24  -18.96 22.41  2.94 39.11 23.04  0.18  1.80  5.221  4.834  4.748  4.664  4.369 0
     390 067.6591450 +22.9080228  93.72  -45.66 19.83  6.66 37.94 24.92 -0.59  0.66  9.248  8.579  8.378  8.243  8.167 0
     391 067.6620000 +15.6918775 104.00  -24.86 21.74  0.99 38.94 23.32  0.11  1.80  5.458  4.967  4.903  4.885  4.612 0
     392 067.6775114 +14.6615242 122.63  -27.94 25.75  7.67 39.04 23.15 -0.32  0.17 11.932 11.355 11.026 10.835 10.634 0
     393 067.6875222 +22.6300869  83.09  -39.01 17.53 11.98 38.00 24.83 -0.39  0.46 10.624 10.013  9.787  9.615  9.480 0
     394 067.6949828 +16.1486964  97.68  -22.66 20.33  2.93 38.91 23.37  0.58  1.51  5.627  5.448  5.383  5.334  5.170 0
     395 067.7170194 -01.2130567 128.73   36.54 27.10 15.97 38.89 23.41  0.37  0.20 11.403 10.830 10.527 10.373 10.188 0
     396 067.7323706 +24.8381742 106.92  -54.74 22.39  6.67 37.59 25.44  0.08  0.23 11.588 10.973 10.676 10.500 10.313 0
     397 067.7382153 +10.7517703 103.14   -9.57 21.63  4.84 39.30 22.70  0.06  1.33  6.139  5.944  5.893  5.931  5.774 0
     398 067.7388811 +12.3037906 113.54  -17.82 23.86  5.59 39.23 22.83 -0.32  0.47  9.945  9.374  9.085  8.968  8.846 0
     399 067.7958564 +16.3958622  90.60  -19.00 18.76  6.99 38.92 23.35  1.27  0.39 10.895 10.281 10.037  9.898  9.750 0
     400 067.8026556 +12.4773653 101.82   -6.32 21.13  3.65 39.24 22.80  1.95  0.18 12.201 11.610 11.305 11.119 10.932 0
     401 067.8153731 +20.1331558  98.71  -44.81 21.27  2.92 38.45 24.11 -1.54  1.02  7.259  6.965  6.884  6.810  6.876 0
     402 067.8157022 +10.7042803 106.16   -8.95 22.30  5.03 39.33 22.65  0.23  0.39 10.535  9.944  9.676  9.404  9.241 0
     403 067.8170028 +12.2001461 105.34   -7.46 21.94  3.74 39.27 22.77  1.56  0.28 11.298 10.704 10.401 10.244 10.066 0
     404 067.8315083 +10.9237742 120.10  -10.44 25.23  7.98 39.33 22.65  0.33  0.19 11.643 11.017 10.772 10.564 10.365 0
     405 067.8722781 +13.9034681  91.34  -20.14 19.34  5.93 39.18 22.92 -0.62  1.22  6.733  6.572  6.455  6.424  6.437 0
     406 067.9045953 +17.7097792 106.02  -30.18 22.20  1.63 38.81 23.53  0.51  0.91  7.726  7.293  7.170  7.103  7.145 0
     407 067.9317842 +21.1546167  90.06  -29.16 18.41  8.91 38.34 24.30  1.89  0.17 12.654 12.058 11.762 11.558 11.371 0
     408 067.9656558 +15.8515594 106.35  -32.45 22.74  2.54 39.04 23.15 -1.13  1.58  5.306  5.227  5.146  5.094  4.897 0
     409 067.9686158 +15.4994806  97.84  -24.71 20.72  2.29 39.08 23.09 -0.23  0.76  8.667  8.034  7.895  7.812  7.888 0
     410 068.0200361 +05.4100414 113.43    8.55 24.01  9.86 39.44 22.46  0.19  1.44  5.593  5.385  5.333  5.345  5.104 0
     411 068.0331836 +17.6644831 101.70  -36.38 21.82  1.16 38.87 23.44 -1.04  0.35 10.898 10.288  9.986  9.782  9.614 0
     412 068.0989867 +17.7507386 107.94  -38.28 23.17  3.35 38.88 23.42 -0.90  0.34 10.753 10.161  9.913  9.722  9.556 0
     413 068.1068917 +13.1132306 104.35  -19.28 22.19  3.23 39.32 22.67 -0.31  0.78  8.423  7.791  7.654  7.564  7.521 0
     414 068.1207550 +17.9046303  69.16  -16.94 14.37 23.31 38.87 23.44  1.57  0.44 11.211 10.644 10.375 10.207 10.072 0
     415 068.1226389 +20.7355211  79.98  -32.69 17.01 13.02 38.47 24.08 -0.12  0.29 11.762 11.192 10.890 10.696 10.526 0
     416 068.1577289 +19.0467069 114.90  -46.10 24.78  6.28 38.73 23.66 -1.01  0.30 10.794 10.177  9.979  9.757  9.600 0
     417 068.1706078 +19.1134817  93.58  -36.66 20.12  4.02 38.73 23.67 -0.77  0.78  8.569  8.032  7.898  7.818  7.903 0
     418 068.1888758 +25.0927694  88.57  -45.27 18.65 10.34 37.70 25.27  0.45  0.22 12.075 11.465 11.205 11.052 10.839 0
     419 068.1891931 +12.0666764 103.76  -16.16 22.11  3.97 39.42 22.51 -0.37  0.34 10.846 10.227  9.989  9.828  9.681 0
     420 068.2087931 +16.0058178 101.72  -28.54 21.75  1.09 39.12 23.02 -0.43  1.05  7.285  6.859  6.770  6.710  6.739 0
     421 068.2477103 +15.8189728  98.76  -23.77 20.97  1.79 39.15 22.97  0.31  1.02  7.323  7.017  6.941  6.906  6.937 0
     422 068.2709242 +23.5550369  93.34  -45.35 19.86  7.08 38.04 24.77  0.09  0.26 11.652 11.016 10.758 10.546 10.390 0
     423 068.3132147 -03.7911283  79.79   23.26 16.72 23.12 38.81 23.53 -1.27  0.20 12.535 11.970 11.621 11.430 11.258 0
     424 068.3287633 +49.8613072  78.47 -108.93 18.31 29.89 29.28 34.68 -2.44  0.80  8.749  8.142  7.992  7.921  7.990 0
     425 068.3490767 +23.9908308  96.65  -52.36 20.96  6.21 37.98 24.85 -0.72  0.72  8.914  8.242  8.028  7.901  7.809 0
     426 068.3625206 +13.0454967 109.88  -30.45 23.90  5.39 39.42 22.50 -2.28  0.51  9.683  9.069  8.822  8.709  8.637 0
     427 068.3976856 +11.9928181  69.73  -17.78 15.16 20.19 39.50 22.36 -2.52  0.37 11.505 10.932 10.647 10.460 10.352 0
     428 068.4049206 +21.1508533 108.93  -45.20 23.27  4.91 38.51 24.02  0.12  0.75  8.427  7.835  7.686  7.632  7.713 0
     429 068.4081878 +16.7624997  96.08  -24.57 20.40  2.87 39.11 23.03  0.66  0.91  7.839  7.420  7.351  7.300  7.342 0
     430 068.4247056 +19.0140314 103.55  -34.95 22.05  2.31 38.84 23.49  0.38  0.74  8.535  7.977  7.820  7.752  7.838 0
     431 068.4283892 +18.7664433 112.74  -42.85 24.39  5.64 38.87 23.43 -0.66  0.30 10.907 10.321 10.046  9.867  9.693 0
     432 068.4443422 +13.2518836 102.85  -17.81 22.02  3.09 39.44 22.47  0.11  1.42  5.759  5.612  5.558  5.549  5.409 0
     433 068.4621564 +14.8444231 103.22  -26.49 22.27  2.31 39.32 22.67 -0.62  2.11  4.311  4.288  4.074  4.023  3.621 0
     434 068.4810817 +18.3807533 103.87  -35.95 22.35  2.31 38.94 23.32 -0.18  0.20 11.849 11.241 10.966 10.791 10.603 0
     435 068.4863183 +16.8690622  98.81  -22.96 20.87  1.91 39.13 23.00  1.26  0.37 10.859 10.229  9.962  9.820  9.674 0
     436 068.4939083 +15.1636186 102.03  -34.82 22.41  2.36 39.30 22.70 -2.17  1.02  6.989  6.576  6.465  6.437  6.473 0
     437 068.5221322 +14.2175461  79.84  -15.16 17.09 12.46 39.40 22.54  0.41  0.66  9.531  8.861  8.690  8.591  8.627 0
     438 068.5464525 +11.5579197  90.10  -19.41 19.59  6.54 39.58 22.22 -1.93  0.75  8.890  8.300  8.059  7.929  7.938 0
     439 068.6340000 +15.8275561  86.81  -20.40 18.60  7.58 39.29 22.72  0.54  0.91  8.061  7.670  7.553  7.505  7.562 0
     440 068.6471217 +15.5046189 100.02  -28.37 21.74  1.57 39.33 22.66 -0.70  1.14  6.745  6.552  6.445  6.397  6.446 0
     441 068.6628583 +06.6338956  72.07    5.97 15.58 20.32 39.71 21.98  1.19  0.31 11.725 11.174 10.930 10.693 10.526 0
     442 068.6664008 +15.2090525 100.65  -31.54 22.08  2.00 39.36 22.60 -1.51  0.65  9.042  8.410  8.235  8.078  8.045 0
     443 068.7087233 +20.3945906  98.46  -39.26 21.24  3.33 38.74 23.65  0.09  0.74  8.654  8.030  7.914  7.764  7.816 0
     444 068.7606264 +08.6584900  87.21   -3.90 18.88  9.71 39.75 21.91 -0.19  0.79  8.828  8.142  7.973  7.883  7.874 0
     445 068.7637819 +24.8540392  65.03  -48.85 15.32 20.55 37.95 24.89 -3.73  0.49 10.790 10.185  9.923  9.762  9.690 0
     446 068.7732069 +13.1736758 102.24  -14.72 22.01  3.23 39.57 22.24  0.75  0.37 10.675 10.100  9.825  9.692  9.545 0
     447 068.8048961 +22.9890247  93.85  -47.83 20.54  5.86 38.33 24.31 -0.48  0.33 11.127 10.530 10.250 10.085  9.906 0
     448 068.8527483 +10.7479361 109.16   -8.60 23.64  6.26 39.73 21.95  0.52  0.27 11.179 10.547 10.282 10.090  9.907 0
     449 068.8685036 +15.3992636  95.15  -30.23 20.99  2.18 39.42 22.50 -1.41  0.29 11.320 10.721 10.438 10.236 10.048 0
     450 068.8886761 +13.4276128  61.16  -13.87 13.39 28.63 39.59 22.19 -0.83  0.38 11.726 11.133 10.874 10.688 10.534 0
     451 068.9521283 +13.2880611  86.74  -20.24 19.05  6.99 39.63 22.13 -1.05  0.42 10.731 10.108  9.867  9.727  9.569 0
     452 068.9667292 +19.7958419  95.69  -38.86 20.96  3.22 38.92 23.35 -0.34  0.38 10.733 10.136  9.862  9.689  9.540 0
     453 069.0003658 +16.5407681  88.96  -27.47 19.51  5.16 39.35 22.62 -0.44  0.86  8.358  7.822  7.627               0
     454 069.0173856 +18.8885625  87.80  -37.15 19.53  5.42 39.07 23.10 -1.23  0.57  9.772  9.148  8.918  8.762  8.657 0
     455 069.0219297 +15.6840086  90.71  -24.15 19.82  4.48 39.45 22.45 -0.11  0.92  7.860  7.505  7.373  7.322  7.396 0
     456 069.1214097 +23.3408583 111.39  -52.44 24.07  7.13 38.38 24.24  0.63  1.54  5.205  5.062  4.985  5.035  4.737 0
     457 069.1283642 +19.0908906  79.42  -29.38 17.39 11.50 39.08 23.08  0.01  0.48 10.590  9.968  9.707  9.545  9.402 0
     458 069.1584458 +23.0419917  97.72  -49.06 21.48  5.36 38.45 24.13 -0.15  0.47 10.155  9.538  9.298  9.124  8.969 0
     459 069.1622703 +18.6157456 103.91  -40.49 23.02  3.60 39.16 22.95 -0.68  0.51  9.777  9.153  8.940  8.753  8.695 0
     460 069.1696775 +15.8693294  95.15  -22.58 20.70  2.65 39.48 22.39  0.66  1.46  5.779  5.609  5.556  5.541  5.389 0
     461 069.2010158 +27.1321833 234.62 -151.82 52.10 27.69 37.60 25.42 -0.47  0.93  5.945  5.400  5.240  5.131  4.951 0
     462 069.2259425 +24.4989097  87.86  -41.03 18.70  9.98 38.18 24.54  1.45  0.17 12.515 11.910 11.645 11.428 11.245 0
     463 069.2591956 +42.5118153 160.40 -207.18 39.29 25.93 32.71 31.47 -3.03  0.16 11.075 10.478 10.206  9.987  9.813 0
     464 069.2715469 +20.7181489  76.27  -37.85 17.21 12.45 38.89 23.41 -1.39  0.38 11.113 10.523 10.281 10.077  9.966 0
